Time Bucket (America/New_York),Emporia Garage-EV (kWatts)
06/12/2024 04:00:00,0.0000
06/12/2024 04:15:00,0.0000
06/12/2024 04:30:00,0.0000
06/12/2024 04:45:00,0.0000
06/12/2024 05:00:00,0.0000
06/12/2024 05:15:00,0.0000
06/12/2024 05:30:00,0.0000
06/12/2024 05:45:00,0.0000
06/12/2024 06:00:00,0.0000
06/12/2024 06:15:00,0.0000
06/12/2024 06:30:00,0.0000
06/12/2024 06:45:00,0.0000
06/12/2024 07:00:00,0.0000
06/12/2024 07:15:00,0.0000
06/12/2024 07:30:00,0.0000
06/12/2024 07:45:00,0.0000
06/12/2024 08:00:00,0.0000
06/12/2024 08:15:00,0.0000
06/12/2024 08:30:00,0.0000
06/12/2024 08:45:00,0.0000
06/12/2024 09:00:00,0.0000
06/12/2024 09:15:00,0.0000
06/12/2024 09:30:00,0.0000
06/12/2024 09:45:00,0.0000
06/12/2024 10:00:00,0.0000
06/12/2024 10:15:00,0.0000
06/12/2024 10:30:00,0.0000
06/12/2024 10:45:00,0.0000
06/12/2024 11:00:00,0.0000
06/12/2024 11:15:00,0.0000
06/12/2024 11:30:00,0.0000
06/12/2024 11:45:00,0.0000
06/12/2024 12:00:00,0.0000
06/12/2024 12:15:00,0.0000
06/12/2024 12:30:00,0.0000
06/12/2024 12:45:00,0.0000
06/12/2024 13:00:00,0.0000
06/12/2024 13:15:00,0.0000
06/12/2024 13:30:00,0.0000
06/12/2024 13:45:00,0.0000
06/12/2024 14:00:00,0.0000
06/12/2024 14:15:00,0.0000
06/12/2024 14:30:00,0.0000
06/12/2024 14:45:00,0.0000
06/12/2024 15:00:00,0.0000
06/12/2024 15:15:00,0.0000
06/12/2024 15:30:00,0.0000
06/12/2024 15:45:00,0.0000
06/12/2024 16:00:00,0.0000
06/12/2024 16:15:00,0.0000
06/12/2024 16:30:00,0.0000
06/12/2024 16:45:00,0.0000
06/12/2024 17:00:00,0.0000
06/12/2024 17:15:00,0.0000
06/12/2024 17:30:00,0.0000
06/12/2024 17:45:00,0.0000
06/12/2024 18:00:00,0.0000
06/12/2024 18:15:00,0.0000
06/12/2024 18:30:00,0.0000
06/12/2024 18:45:00,0.0000
06/12/2024 19:00:00,0.0000
06/12/2024 19:15:00,0.0000
06/12/2024 19:30:00,0.0000
06/12/2024 19:45:00,0.0000
06/12/2024 20:00:00,0.0000
06/12/2024 20:15:00,0.0000
06/12/2024 20:30:00,0.0000
06/12/2024 20:45:00,0.0000
06/12/2024 21:00:00,0.0000
06/12/2024 21:15:00,0.0000
06/12/2024 21:30:00,0.0000
06/12/2024 21:45:00,0.0000
06/12/2024 22:00:00,0.0000
06/12/2024 22:15:00,0.0000
06/12/2024 22:30:00,0.0000
06/12/2024 22:45:00,0.0000
06/12/2024 23:00:00,0.0000
06/12/2024 23:15:00,0.0000
06/12/2024 23:30:00,0.0000
06/12/2024 23:45:00,0.0000
06/13/2024 00:00:00,0.0000
06/13/2024 00:15:00,0.0000
06/13/2024 00:30:00,0.0000
06/13/2024 00:45:00,0.0000
06/13/2024 01:00:00,0.0000
06/13/2024 01:15:00,0.0000
06/13/2024 01:30:00,0.0000
06/13/2024 01:45:00,0.0000
06/13/2024 02:00:00,0.0000
06/13/2024 02:15:00,0.0000
06/13/2024 02:30:00,0.0000
06/13/2024 02:45:00,0.0000
06/13/2024 03:00:00,0.0000
06/13/2024 03:15:00,0.0000
06/13/2024 03:30:00,0.0000
06/13/2024 03:45:00,0.0000
06/13/2024 04:00:00,0.0000
06/13/2024 04:15:00,0.0000
06/13/2024 04:30:00,0.0000
06/13/2024 04:45:00,0.0000
06/13/2024 05:00:00,0.0000
06/13/2024 05:15:00,0.0000
06/13/2024 05:30:00,0.0000
06/13/2024 05:45:00,0.0000
06/13/2024 06:00:00,0.0000
06/13/2024 06:15:00,0.0000
06/13/2024 06:30:00,0.0000
06/13/2024 06:45:00,0.0000
06/13/2024 07:00:00,0.0000
06/13/2024 07:15:00,0.0000
06/13/2024 07:30:00,0.0000
06/13/2024 07:45:00,0.0000
06/13/2024 08:00:00,0.0000
06/13/2024 08:15:00,0.0000
06/13/2024 08:30:00,0.0000
06/13/2024 08:45:00,0.0000
06/13/2024 09:00:00,0.0000
06/13/2024 09:15:00,0.0000
06/13/2024 09:30:00,0.0000
06/13/2024 09:45:00,0.0000
06/13/2024 10:00:00,0.0000
06/13/2024 10:15:00,0.0000
06/13/2024 10:30:00,0.0000
06/13/2024 10:45:00,0.0000
06/13/2024 11:00:00,0.0000
06/13/2024 11:15:00,0.0000
06/13/2024 11:30:00,0.0000
06/13/2024 11:45:00,0.0000
06/13/2024 12:00:00,0.0000
06/13/2024 12:15:00,0.0000
06/13/2024 12:30:00,0.0000
06/13/2024 12:45:00,0.0000
06/13/2024 13:00:00,0.0000
06/13/2024 13:15:00,0.0000
06/13/2024 13:30:00,0.0000
06/13/2024 13:45:00,0.0000
06/13/2024 14:00:00,0.0000
06/13/2024 14:15:00,0.0000
06/13/2024 14:30:00,0.0000
06/13/2024 14:45:00,0.0000
06/13/2024 15:00:00,0.0000
06/13/2024 15:15:00,0.0000
06/13/2024 15:30:00,0.0000
06/13/2024 15:45:00,0.0000
06/13/2024 16:00:00,0.0000
06/13/2024 16:15:00,0.0000
06/13/2024 16:30:00,0.0000
06/13/2024 16:45:00,0.0000
06/13/2024 17:00:00,0.0000
06/13/2024 17:15:00,0.0000
06/13/2024 17:30:00,0.0000
06/13/2024 17:45:00,0.0000
06/13/2024 18:00:00,0.0000
06/13/2024 18:15:00,0.0000
06/13/2024 18:30:00,0.0000
06/13/2024 18:45:00,0.0000
06/13/2024 19:00:00,0.0000
06/13/2024 19:15:00,0.0000
06/13/2024 19:30:00,0.0000
06/13/2024 19:45:00,0.0000
06/13/2024 20:00:00,0.0000
06/13/2024 20:15:00,0.0000
06/13/2024 20:30:00,0.0000
06/13/2024 20:45:00,0.0000
06/13/2024 21:00:00,0.0000
06/13/2024 21:15:00,0.0000
06/13/2024 21:30:00,0.0000
06/13/2024 21:45:00,0.0000
06/13/2024 22:00:00,0.0000
06/13/2024 22:15:00,0.0000
06/13/2024 22:30:00,0.0000
06/13/2024 22:45:00,0.0000
06/13/2024 23:00:00,0.0000
06/13/2024 23:15:00,0.0000
06/13/2024 23:30:00,0.0000
06/13/2024 23:45:00,0.0000
06/14/2024 00:00:00,0.0000
06/14/2024 00:15:00,0.0000
06/14/2024 00:30:00,0.0000
06/14/2024 00:45:00,0.0000
06/14/2024 01:00:00,0.0000
06/14/2024 01:15:00,0.0000
06/14/2024 01:30:00,0.0000
06/14/2024 01:45:00,0.0000
06/14/2024 02:00:00,0.0000
06/14/2024 02:15:00,0.0000
06/14/2024 02:30:00,0.0000
06/14/2024 02:45:00,0.0000
06/14/2024 03:00:00,0.0000
06/14/2024 03:15:00,0.0000
06/14/2024 03:30:00,0.0000
06/14/2024 03:45:00,0.0000
06/14/2024 04:00:00,0.0000
06/14/2024 04:15:00,0.0000
06/14/2024 04:30:00,0.0000
06/14/2024 04:45:00,0.0000
06/14/2024 05:00:00,0.0000
06/14/2024 05:15:00,0.0000
06/14/2024 05:30:00,0.0000
06/14/2024 05:45:00,0.0000
06/14/2024 06:00:00,0.0000
06/14/2024 06:15:00,0.0000
06/14/2024 06:30:00,0.0000
06/14/2024 06:45:00,0.0000
06/14/2024 07:00:00,0.0000
06/14/2024 07:15:00,0.0000
06/14/2024 07:30:00,0.0000
06/14/2024 07:45:00,0.0000
06/14/2024 08:00:00,0.0000
06/14/2024 08:15:00,0.0000
06/14/2024 08:30:00,0.0000
06/14/2024 08:45:00,0.0000
06/14/2024 09:00:00,0.0000
06/14/2024 09:15:00,0.0000
06/14/2024 09:30:00,0.0000
06/14/2024 09:45:00,0.0000
06/14/2024 10:00:00,0.0000
06/14/2024 10:15:00,0.0000
06/14/2024 10:30:00,0.0000
06/14/2024 10:45:00,0.0000
06/14/2024 11:00:00,0.0000
06/14/2024 11:15:00,0.0000
06/14/2024 11:30:00,0.0000
06/14/2024 11:45:00,0.0000
06/14/2024 12:00:00,0.0000
06/14/2024 12:15:00,0.0000
06/14/2024 12:30:00,0.0000
06/14/2024 12:45:00,0.0000
06/14/2024 13:00:00,0.0000
06/14/2024 13:15:00,0.0000
06/14/2024 13:30:00,0.0000
06/14/2024 13:45:00,0.0000
06/14/2024 14:00:00,0.0000
06/14/2024 14:15:00,0.0000
06/14/2024 14:30:00,0.0000
06/14/2024 14:45:00,0.0000
06/14/2024 15:00:00,0.0000
06/14/2024 15:15:00,0.0000
06/14/2024 15:30:00,0.0000
06/14/2024 15:45:00,0.0000
06/14/2024 16:00:00,0.0000
06/14/2024 16:15:00,0.0000
06/14/2024 16:30:00,0.0000
06/14/2024 16:45:00,0.0000
06/14/2024 17:00:00,0.0000
06/14/2024 17:15:00,0.0000
06/14/2024 17:30:00,0.0000
06/14/2024 17:45:00,0.0000
06/14/2024 18:00:00,0.0000
06/14/2024 18:15:00,0.0000
06/14/2024 18:30:00,0.0000
06/14/2024 18:45:00,0.0000
06/14/2024 19:00:00,0.0000
06/14/2024 19:15:00,0.0000
06/14/2024 19:30:00,7.0879
06/14/2024 19:45:00,9.8197
06/14/2024 20:00:00,9.8178
06/14/2024 20:15:00,9.8206
06/14/2024 20:30:00,9.8202
06/14/2024 20:45:00,9.3714
06/14/2024 21:00:00,9.8182
06/14/2024 21:15:00,9.8523
06/14/2024 21:30:00,9.8331
06/14/2024 21:45:00,9.8325
06/14/2024 22:00:00,9.8435
06/14/2024 22:15:00,2.7046
06/14/2024 22:30:00,0.0000
06/14/2024 22:45:00,0.0000
06/14/2024 23:00:00,0.0082
06/14/2024 23:15:00,0.0000
06/14/2024 23:30:00,0.0000
06/14/2024 23:45:00,0.0284
06/15/2024 00:00:00,0.0000
06/15/2024 00:15:00,0.0000
06/15/2024 00:30:00,0.0244
06/15/2024 00:45:00,0.0000
06/15/2024 01:00:00,0.0000
06/15/2024 01:15:00,0.0307
06/15/2024 01:30:00,0.0000
06/15/2024 01:45:00,0.0000
06/15/2024 02:00:00,0.0384
06/15/2024 02:15:00,0.0000
06/15/2024 02:30:00,0.0000
06/15/2024 02:45:00,0.0279
06/15/2024 03:00:00,0.0000
06/15/2024 03:15:00,0.0000
06/15/2024 03:30:00,0.0250
06/15/2024 03:45:00,0.0000
06/15/2024 04:00:00,0.0000
06/15/2024 04:15:00,0.0296
06/15/2024 04:30:00,0.0000
06/15/2024 04:45:00,0.0000
06/15/2024 05:00:00,0.0257
06/15/2024 05:15:00,0.0000
06/15/2024 05:30:00,0.0000
06/15/2024 05:45:00,0.0280
06/15/2024 06:00:00,0.0000
06/15/2024 06:15:00,0.0000
06/15/2024 06:30:00,0.0337
06/15/2024 06:45:00,0.0000
06/15/2024 07:00:00,0.0000
06/15/2024 07:15:00,0.0301
06/15/2024 07:30:00,0.0000
06/15/2024 07:45:00,0.0000
06/15/2024 08:00:00,0.0367
06/15/2024 08:15:00,0.0000
06/15/2024 08:30:00,0.0000
06/15/2024 08:45:00,0.0000
06/15/2024 09:00:00,0.0000
06/15/2024 09:15:00,0.0000
06/15/2024 09:30:00,0.0000
06/15/2024 09:45:00,0.0000
06/15/2024 10:00:00,0.0000
06/15/2024 10:15:00,0.0000
06/15/2024 10:30:00,0.0000
06/15/2024 10:45:00,0.0000
06/15/2024 11:00:00,0.0000
06/15/2024 11:15:00,0.0000
06/15/2024 11:30:00,0.0000
06/15/2024 11:45:00,0.0000
06/15/2024 12:00:00,0.0000
06/15/2024 12:15:00,0.0000
06/15/2024 12:30:00,0.0000
06/15/2024 12:45:00,0.0000
06/15/2024 13:00:00,0.0000
06/15/2024 13:15:00,0.0000
06/15/2024 13:30:00,0.0000
06/15/2024 13:45:00,0.0000
06/15/2024 14:00:00,0.0000
06/15/2024 14:15:00,0.0000
06/15/2024 14:30:00,0.0000
06/15/2024 14:45:00,0.0000
06/15/2024 15:00:00,0.0000
06/15/2024 15:15:00,0.0000
06/15/2024 15:30:00,0.0000
06/15/2024 15:45:00,0.0000
06/15/2024 16:00:00,0.0000
06/15/2024 16:15:00,0.0000
06/15/2024 16:30:00,0.0000
06/15/2024 16:45:00,0.0000
06/15/2024 17:00:00,0.0000
06/15/2024 17:15:00,0.0000
06/15/2024 17:30:00,0.0000
06/15/2024 17:45:00,0.0000
06/15/2024 18:00:00,0.0000
06/15/2024 18:15:00,0.0000
06/15/2024 18:30:00,0.0000
06/15/2024 18:45:00,0.0000
06/15/2024 19:00:00,0.0000
06/15/2024 19:15:00,0.0000
06/15/2024 19:30:00,0.0000
06/15/2024 19:45:00,0.0000
06/15/2024 20:00:00,0.0000
06/15/2024 20:15:00,0.0000
06/15/2024 20:30:00,0.0000
06/15/2024 20:45:00,0.0000
06/15/2024 21:00:00,0.0000
06/15/2024 21:15:00,0.0000
06/15/2024 21:30:00,0.0000
06/15/2024 21:45:00,0.0000
06/15/2024 22:00:00,0.0000
06/15/2024 22:15:00,0.0000
06/15/2024 22:30:00,0.0000
06/15/2024 22:45:00,0.0000
06/15/2024 23:00:00,0.0000
06/15/2024 23:15:00,0.0000
06/15/2024 23:30:00,0.0000
06/15/2024 23:45:00,0.0000
06/16/2024 00:00:00,0.0000
06/16/2024 00:15:00,0.0000
06/16/2024 00:30:00,0.0000
06/16/2024 00:45:00,0.0000
06/16/2024 01:00:00,0.0000
06/16/2024 01:15:00,0.0000
06/16/2024 01:30:00,0.0000
06/16/2024 01:45:00,0.0000
06/16/2024 02:00:00,0.0000
06/16/2024 02:15:00,0.0000
06/16/2024 02:30:00,0.0000
06/16/2024 02:45:00,0.0000
06/16/2024 03:00:00,0.0000
06/16/2024 03:15:00,0.0000
06/16/2024 03:30:00,0.0000
06/16/2024 03:45:00,0.0000
06/16/2024 04:00:00,0.0000
06/16/2024 04:15:00,0.0000
06/16/2024 04:30:00,0.0000
06/16/2024 04:45:00,0.0000
06/16/2024 05:00:00,0.0000
06/16/2024 05:15:00,0.0000
06/16/2024 05:30:00,0.0000
06/16/2024 05:45:00,0.0000
06/16/2024 06:00:00,0.0000
06/16/2024 06:15:00,0.0000
06/16/2024 06:30:00,0.0000
06/16/2024 06:45:00,0.0000
06/16/2024 07:00:00,0.0000
06/16/2024 07:15:00,0.0000
06/16/2024 07:30:00,0.0000
06/16/2024 07:45:00,0.0000
06/16/2024 08:00:00,0.0000
06/16/2024 08:15:00,0.0000
06/16/2024 08:30:00,0.0000
06/16/2024 08:45:00,0.0000
06/16/2024 09:00:00,0.0000
06/16/2024 09:15:00,0.0000
06/16/2024 09:30:00,0.0000
06/16/2024 09:45:00,0.0000
06/16/2024 10:00:00,0.0000
06/16/2024 10:15:00,0.0000
06/16/2024 10:30:00,0.0000
06/16/2024 10:45:00,0.0000
06/16/2024 11:00:00,0.0000
06/16/2024 11:15:00,0.0000
06/16/2024 11:30:00,0.0000
06/16/2024 11:45:00,0.0000
06/16/2024 12:00:00,0.0000
06/16/2024 12:15:00,0.0000
06/16/2024 12:30:00,0.0000
06/16/2024 12:45:00,0.0000
06/16/2024 13:00:00,0.0000
06/16/2024 13:15:00,0.0000
06/16/2024 13:30:00,0.0000
06/16/2024 13:45:00,0.0000
06/16/2024 14:00:00,0.0000
06/16/2024 14:15:00,0.0000
06/16/2024 14:30:00,0.0000
06/16/2024 14:45:00,0.0000
06/16/2024 15:00:00,0.0000
06/16/2024 15:15:00,0.0000
06/16/2024 15:30:00,0.0000
06/16/2024 15:45:00,0.0000
06/16/2024 16:00:00,0.0000
06/16/2024 16:15:00,0.0000
06/16/2024 16:30:00,0.0000
06/16/2024 16:45:00,0.0000
06/16/2024 17:00:00,0.0000
06/16/2024 17:15:00,0.0000
06/16/2024 17:30:00,0.0000
06/16/2024 17:45:00,0.0000
06/16/2024 18:00:00,0.0000
06/16/2024 18:15:00,0.0000
06/16/2024 18:30:00,0.0000
06/16/2024 18:45:00,0.0000
06/16/2024 19:00:00,0.0000
06/16/2024 19:15:00,0.0000
06/16/2024 19:30:00,0.0000
06/16/2024 19:45:00,0.0000
06/16/2024 20:00:00,0.0000
06/16/2024 20:15:00,0.0000
06/16/2024 20:30:00,0.0000
06/16/2024 20:45:00,0.0000
06/16/2024 21:00:00,0.0000
06/16/2024 21:15:00,0.0000
06/16/2024 21:30:00,0.0000
06/16/2024 21:45:00,0.0000
06/16/2024 22:00:00,0.0000
06/16/2024 22:15:00,0.0000
06/16/2024 22:30:00,0.0000
06/16/2024 22:45:00,0.0000
06/16/2024 23:00:00,0.0000
06/16/2024 23:15:00,0.0000
06/16/2024 23:30:00,0.0000
06/16/2024 23:45:00,0.0000
06/17/2024 00:00:00,0.0000
06/17/2024 00:15:00,0.0000
06/17/2024 00:30:00,0.0000
06/17/2024 00:45:00,0.0000
06/17/2024 01:00:00,0.0000
06/17/2024 01:15:00,0.0000
06/17/2024 01:30:00,0.0000
06/17/2024 01:45:00,0.0000
06/17/2024 02:00:00,0.0000
06/17/2024 02:15:00,0.0000
06/17/2024 02:30:00,0.0000
06/17/2024 02:45:00,0.0000
06/17/2024 03:00:00,0.0000
06/17/2024 03:15:00,0.0000
06/17/2024 03:30:00,0.0000
06/17/2024 03:45:00,0.0000
06/17/2024 04:00:00,0.0000
06/17/2024 04:15:00,0.0000
06/17/2024 04:30:00,0.0000
06/17/2024 04:45:00,0.0000
06/17/2024 05:00:00,0.0000
06/17/2024 05:15:00,0.0000
06/17/2024 05:30:00,0.0000
06/17/2024 05:45:00,0.0000
06/17/2024 06:00:00,0.0000
06/17/2024 06:15:00,0.0000
06/17/2024 06:30:00,0.0000
06/17/2024 06:45:00,0.0000
06/17/2024 07:00:00,0.0000
06/17/2024 07:15:00,0.0000
06/17/2024 07:30:00,0.0000
06/17/2024 07:45:00,0.0000
06/17/2024 08:00:00,0.0000
06/17/2024 08:15:00,0.0000
06/17/2024 08:30:00,0.0000
06/17/2024 08:45:00,0.0000
06/17/2024 09:00:00,0.0000
06/17/2024 09:15:00,0.0000
06/17/2024 09:30:00,0.0000
06/17/2024 09:45:00,0.0000
06/17/2024 10:00:00,0.0000
06/17/2024 10:15:00,0.0000
06/17/2024 10:30:00,0.0000
06/17/2024 10:45:00,0.0000
06/17/2024 11:00:00,0.0000
06/17/2024 11:15:00,0.0000
06/17/2024 11:30:00,0.0000
06/17/2024 11:45:00,0.0000
06/17/2024 12:00:00,0.0000
06/17/2024 12:15:00,0.0000
06/17/2024 12:30:00,7.5520
06/17/2024 12:45:00,9.7907
06/17/2024 13:00:00,6.3563
06/17/2024 13:15:00,0.0000
06/17/2024 13:30:00,2.7210
06/17/2024 13:45:00,9.6758
06/17/2024 14:00:00,1.5749
06/17/2024 14:15:00,1.8568
06/17/2024 14:30:00,9.6863
06/17/2024 14:45:00,9.1930
06/17/2024 15:00:00,9.6825
06/17/2024 15:15:00,9.6318
06/17/2024 15:30:00,9.6475
06/17/2024 15:45:00,9.6076
06/17/2024 16:00:00,9.6333
06/17/2024 16:15:00,9.6165
06/17/2024 16:30:00,9.4491
06/17/2024 16:45:00,9.4895
06/17/2024 17:00:00,9.4649
06/17/2024 17:15:00,7.6470
06/17/2024 17:30:00,0.0000
06/17/2024 17:45:00,0.0000
06/17/2024 18:00:00,0.0000
06/17/2024 18:15:00,0.0000
06/17/2024 18:30:00,0.0000
06/17/2024 18:45:00,0.0000
06/17/2024 19:00:00,0.0000
06/17/2024 19:15:00,0.0000
06/17/2024 19:30:00,0.0000
06/17/2024 19:45:00,0.0000
06/17/2024 20:00:00,0.0000
06/17/2024 20:15:00,0.0000
06/17/2024 20:30:00,0.0000
06/17/2024 20:45:00,0.0000
06/17/2024 21:00:00,0.0000
06/17/2024 21:15:00,0.0000
06/17/2024 21:30:00,0.0000
06/17/2024 21:45:00,0.0000
06/17/2024 22:00:00,0.0000
06/17/2024 22:15:00,0.0000
06/17/2024 22:30:00,0.0000
06/17/2024 22:45:00,0.0000
06/17/2024 23:00:00,0.0000
06/17/2024 23:15:00,0.0000
06/17/2024 23:30:00,0.0000
06/17/2024 23:45:00,0.0000
06/18/2024 00:00:00,0.0000
06/18/2024 00:15:00,0.0000
06/18/2024 00:30:00,0.0000
06/18/2024 00:45:00,0.0000
06/18/2024 01:00:00,0.0000
06/18/2024 01:15:00,0.0000
06/18/2024 01:30:00,0.0000
06/18/2024 01:45:00,0.0000
06/18/2024 02:00:00,0.0000
06/18/2024 02:15:00,0.0000
06/18/2024 02:30:00,0.0000
06/18/2024 02:45:00,0.0000
06/18/2024 03:00:00,0.0000
06/18/2024 03:15:00,0.0000
06/18/2024 03:30:00,0.0000
06/18/2024 03:45:00,0.0000
06/18/2024 04:00:00,0.0000
06/18/2024 04:15:00,0.0000
06/18/2024 04:30:00,0.0000
06/18/2024 04:45:00,0.0000
06/18/2024 05:00:00,0.0000
06/18/2024 05:15:00,0.0000
06/18/2024 05:30:00,0.0000
06/18/2024 05:45:00,0.0000
06/18/2024 06:00:00,0.0000
06/18/2024 06:15:00,0.0000
06/18/2024 06:30:00,0.0000
06/18/2024 06:45:00,0.0000
06/18/2024 07:00:00,0.0000
06/18/2024 07:15:00,0.0000
06/18/2024 07:30:00,0.0000
06/18/2024 07:45:00,0.0000
06/18/2024 08:00:00,0.0000
06/18/2024 08:15:00,0.0000
06/18/2024 08:30:00,0.0000
06/18/2024 08:45:00,0.0000
06/18/2024 09:00:00,0.0000
06/18/2024 09:15:00,0.0000
06/18/2024 09:30:00,0.0000
06/18/2024 09:45:00,0.0000
06/18/2024 10:00:00,0.0000
06/18/2024 10:15:00,0.0000
06/18/2024 10:30:00,0.0000
06/18/2024 10:45:00,0.0000
06/18/2024 11:00:00,0.0000
06/18/2024 11:15:00,0.0000
06/18/2024 11:30:00,0.0000
06/18/2024 11:45:00,0.0000
06/18/2024 12:00:00,0.0000
06/18/2024 12:15:00,0.0000
06/18/2024 12:30:00,0.0000
06/18/2024 12:45:00,0.0000
06/18/2024 13:00:00,0.0000
06/18/2024 13:15:00,0.0000
06/18/2024 13:30:00,0.0000
06/18/2024 13:45:00,0.0000
06/18/2024 14:00:00,0.0000
06/18/2024 14:15:00,0.0000
06/18/2024 14:30:00,0.0000
06/18/2024 14:45:00,0.0000
06/18/2024 15:00:00,0.0000
06/18/2024 15:15:00,0.0000
06/18/2024 15:30:00,0.0000
06/18/2024 15:45:00,0.0000
06/18/2024 16:00:00,0.0000
06/18/2024 16:15:00,0.0000
06/18/2024 16:30:00,0.0000
06/18/2024 16:45:00,0.0000
06/18/2024 17:00:00,0.0000
06/18/2024 17:15:00,0.0000
06/18/2024 17:30:00,0.0000
06/18/2024 17:45:00,0.0000
06/18/2024 18:00:00,0.0000
06/18/2024 18:15:00,0.0000
06/18/2024 18:30:00,0.0000
06/18/2024 18:45:00,0.0000
06/18/2024 19:00:00,0.0000
06/18/2024 19:15:00,0.0000
06/18/2024 19:30:00,0.0000
06/18/2024 19:45:00,0.0000
06/18/2024 20:00:00,0.0000
06/18/2024 20:15:00,0.0000
06/18/2024 20:30:00,0.0000
06/18/2024 20:45:00,0.0000
06/18/2024 21:00:00,0.0000
06/18/2024 21:15:00,0.0000
06/18/2024 21:30:00,0.0000
06/18/2024 21:45:00,0.0000
06/18/2024 22:00:00,0.0000
06/18/2024 22:15:00,0.0000
06/18/2024 22:30:00,0.0000
06/18/2024 22:45:00,0.0000
06/18/2024 23:00:00,0.0000
06/18/2024 23:15:00,0.0000
06/18/2024 23:30:00,0.0000
06/18/2024 23:45:00,0.0000
06/19/2024 00:00:00,0.0000
06/19/2024 00:15:00,0.0000
06/19/2024 00:30:00,0.0000
06/19/2024 00:45:00,0.0000
06/19/2024 01:00:00,0.0000
06/19/2024 01:15:00,0.0000
